cik,nom,metrique,annee_recente,valeur_recente,debut_recent,fin_recent,depot_recent,source_recente,etiquette_recente,perimetre_id,base_annees,base_n,base_moyenne,base_periodes,base_repli,base_observations,multiple,statut_comparaison,motif
0000092122,Southern Company,chiffre_affaires,2025,29553000000.0,2025-01-01,2025-12-31,0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/0000092122-26-000006-index.htm,Revenues,0000092122:chiffre_affaires:Revenues,2017;2018;2019,3,22648333333.333332,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 23031000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000092122-18-000012"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92122/000009212218000012/0000092122-18-000012-index.htm"", ""perimetre_id"": ""0000092122:chiffre_affaires:Revenues""}, {""annee"": 2018, ""valeur"": 23495000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000092122-21-000006"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92122/000009212221000006/0000092122-21-000006-index.htm"", ""perimetre_id"": ""0000092122:chiffre_affaires:Revenues""}, {""annee"": 2019, ""valeur"": 21419000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000092122-22-000003"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92122/000009212222000003/0000092122-22-000003-index.htm"", ""perimetre_id"": ""0000092122:chiffre_affaires:Revenues""}]",1.3048642284200458,comparable_sur_reference,
0000092122,Southern Company,capex,2025,12737000000.0,2025-01-01,2025-12-31,0000092122-26-000006,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/0000092122-26-000006-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000092122:capex:PaymentsToAcquirePropertyPlantAndEquipment,2020;2021,2,7554000000.0,2020-01-01/2020-12-31;2021-01-01/2021-12-31,True,"[{""annee"": 2020, ""valeur"": 7522000000.0, ""debut"": ""2020-01-01"", ""fin"": ""2020-12-31"", ""depot"": ""0000092122-23-000012"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92122/000009212223000012/0000092122-23-000012-index.htm"", ""perimetre_id"": ""0000092122:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2021, ""valeur"": 7586000000.0, ""debut"": ""2021-01-01"", ""fin"": ""2021-12-31"", ""depot"": ""0000092122-24-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92122/000009212224000009/0000092122-24-000009-index.htm"", ""perimetre_id"": ""0000092122:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.6861265554673022,comparable_sur_repli,
0000092122,Southern Company,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0000093410,Chevron Corporation,chiffre_affaires,2025,189031000000.0,2025-01-01,2025-12-31,0000093410-26-000078,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/0000093410-26-000078-index.htm,Revenues,0000093410:chiffre_affaires:Revenues,,0,,,False,[],,recent_non_reconcilie,Montants de revenu différents sans rapprochement ; maximum conservé comme candidat
0000093410,Chevron Corporation,capex,2025,17347000000.0,2025-01-01,2025-12-31,0000093410-26-000078,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/0000093410-26-000078-index.htm,PaymentsToAcquireProductiveAssets,0000093410:capex:PaymentsToAcquireProductiveAssets,2017;2018;2019,3,13770666666.666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 13404000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000093410-20-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/93410/000009341020000010/0000093410-20-000010-index.htm"", ""perimetre_id"": ""0000093410:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2018, ""valeur"": 13792000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000093410-21-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/93410/000009341021000009/0000093410-21-000009-index.htm"", ""perimetre_id"": ""0000093410:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2019, ""valeur"": 14116000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000093410-22-000019"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/93410/000009341022000019/0000093410-22-000019-index.htm"", ""perimetre_id"": ""0000093410:capex:PaymentsToAcquireProductiveAssets""}]",1.2597066227730442,comparable_sur_reference,
0000093410,Chevron Corporation,rd,2025,427000000.0,2025-01-01,2025-12-31,0000093410-26-000078,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/0000093410-26-000078-index.htm,ResearchAndDevelopmentExpense,0000093410:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,462000000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 433000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000093410-20-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/93410/000009341020000010/0000093410-20-000010-index.htm"", ""perimetre_id"": ""0000093410:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 453000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000093410-21-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/93410/000009341021000009/0000093410-21-000009-index.htm"", ""perimetre_id"": ""0000093410:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 500000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000093410-22-000019"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/93410/000009341022000019/0000093410-22-000019-index.htm"", ""perimetre_id"": ""0000093410:rd:ResearchAndDevelopmentExpense""}]",0.9242424242424242,comparable_sur_reference,
0000097210,Teradyne,chiffre_affaires,2025,3190024000.0,2025-01-01,2025-12-31,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/0001193125-26-059002-index.htm,Revenues,0000097210:chiffre_affaires:Revenues,2019;2020,2,2708217000.0,2019-01-01/2019-12-31;2020-01-01/2020-12-31,True,"[{""annee"": 2019, ""valeur"": 2294965000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001193125-22-049828"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/0001193125-22-049828-index.htm"", ""perimetre_id"": ""0000097210:chiffre_affaires:Revenues""}, {""annee"": 2020, ""valeur"": 3121469000.0, ""debut"": ""2020-01-01"", ""fin"": ""2020-12-31"", ""depot"": ""0001193125-23-044711"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97210/000119312523044711/0001193125-23-044711-index.htm"", ""perimetre_id"": ""0000097210:chiffre_affaires:Revenues""}]",1.1779056109610124,comparable_sur_repli,
0000097210,Teradyne,capex,2025,224009000.0,2025-01-01,2025-12-31,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/0001193125-26-059002-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000097210:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,118132000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 105375000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001193125-20-058676"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97210/000119312520058676/0001193125-20-058676-index.htm"", ""perimetre_id"": ""0000097210:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 114379000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001193125-21-050735"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97210/000119312521050735/0001193125-21-050735-index.htm"", ""perimetre_id"": ""0000097210:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 134642000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001193125-22-049828"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/0001193125-22-049828-index.htm"", ""perimetre_id"": ""0000097210:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.8962601158026615,comparable_sur_reference,
0000097210,Teradyne,rd,2025,504596000.0,2025-01-01,2025-12-31,0001193125-26-059002,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/0001193125-26-059002-index.htm,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,0000097210:rd:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,2017;2018;2019,3,310544666.6666667,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 307305000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001193125-20-058676"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97210/000119312520058676/0001193125-20-058676-index.htm"", ""perimetre_id"": ""0000097210:rd:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost""}, {""annee"": 2018, ""valeur"": 301505000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001193125-21-050735"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97210/000119312521050735/0001193125-21-050735-index.htm"", ""perimetre_id"": ""0000097210:rd:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost""}, {""annee"": 2019, ""valeur"": 322824000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001193125-22-049828"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/0001193125-22-049828-index.htm"", ""perimetre_id"": ""0000097210:rd:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost""}]",1.6248741458555611,comparable_sur_reference,
0000097476,Texas Instruments,chiffre_affaires,2025,17682000000.0,2025-01-01,2025-12-31,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/0000097476-26-000059-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000097476:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,15042666666.666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 14961000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000097476-20-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747620000009/0000097476-20-000009-index.htm"", ""perimetre_id"": ""0000097476:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 15784000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000097476-21-000006"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747621000006/0000097476-21-000006-index.htm"", ""perimetre_id"": ""0000097476:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 14383000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000097476-22-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747622000009/0000097476-22-000009-index.htm"", ""perimetre_id"": ""0000097476:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.1754564793476334,comparable_sur_reference,
0000097476,Texas Instruments,capex,2025,4550000000.0,2025-01-01,2025-12-31,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/0000097476-26-000059-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000097476:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,891000000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 695000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000097476-20-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747620000009/0000097476-20-000009-index.htm"", ""perimetre_id"": ""0000097476:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 1131000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000097476-21-000006"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747621000006/0000097476-21-000006-index.htm"", ""perimetre_id"": ""0000097476:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 847000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000097476-22-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747622000009/0000097476-22-000009-index.htm"", ""perimetre_id"": ""0000097476:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",5.10662177328844,comparable_sur_reference,
0000097476,Texas Instruments,rd,2025,2083000000.0,2025-01-01,2025-12-31,0000097476-26-000059,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/0000097476-26-000059-index.htm,ResearchAndDevelopmentExpense,0000097476:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,1537000000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 1508000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000097476-20-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747620000009/0000097476-20-000009-index.htm"", ""perimetre_id"": ""0000097476:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 1559000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000097476-21-000006"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747621000006/0000097476-21-000006-index.htm"", ""perimetre_id"": ""0000097476:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 1544000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000097476-22-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/97476/000009747622000009/0000097476-22-000009-index.htm"", ""perimetre_id"": ""0000097476:rd:ResearchAndDevelopmentExpense""}]",1.3552374756018217,comparable_sur_reference,
0000105634,Emcor,chiffre_affaires,2025,16986422000.0,2025-01-01,2025-12-31,0000105634-26-000025,https://www.sec.gov/Archives/edgar/data/105634/000010563426000025/0000105634-26-000025-index.htm,Revenues,0000105634:chiffre_affaires:Revenues,2017;2018;2019,3,8330747000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 7686999000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000105634-20-000043"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/105634/000010563420000043/0000105634-20-000043-index.htm"", ""perimetre_id"": ""0000105634:chiffre_affaires:Revenues""}, {""annee"": 2018, ""valeur"": 8130631000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000105634-21-000044"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/105634/000010563421000044/0000105634-21-000044-index.htm"", ""perimetre_id"": ""0000105634:chiffre_affaires:Revenues""}, {""annee"": 2019, ""valeur"": 9174611000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000105634-22-000006"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/105634/000010563422000006/0000105634-22-000006-index.htm"", ""perimetre_id"": ""0000105634:chiffre_affaires:Revenues""}]",2.0390034651154334,comparable_sur_reference,
0000105634,Emcor,capex,2025,112750000.0,2025-01-01,2025-12-31,0000105634-26-000025,https://www.sec.gov/Archives/edgar/data/105634/000010563426000025/0000105634-26-000025-index.htm,PaymentsToAcquireProductiveAssets,0000105634:capex:PaymentsToAcquireProductiveAssets,2017;2018;2019,3,42198333.333333336,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 34684000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0000105634-20-000043"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/105634/000010563420000043/0000105634-20-000043-index.htm"", ""perimetre_id"": ""0000105634:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2018, ""valeur"": 43479000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0000105634-21-000044"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/105634/000010563421000044/0000105634-21-000044-index.htm"", ""perimetre_id"": ""0000105634:capex:PaymentsToAcquireProductiveAssets""}, {""annee"": 2019, ""valeur"": 48432000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0000105634-22-000006"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/105634/000010563422000006/0000105634-22-000006-index.htm"", ""perimetre_id"": ""0000105634:capex:PaymentsToAcquireProductiveAssets""}]",2.671906473399423,comparable_sur_reference,
0000105634,Emcor,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0000106040,Western Digital,chiffre_affaires,2025,12919000000.0,2025-06-28,2026-07-03,0001628280-26-057139,https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/0001628280-26-057139-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,WDC:activites_poursuivies,2022;2023,2,6286000000.0,2022-07-02/2023-06-30;2023-07-01/2024-06-28,True,"[{""annee"": 2022, ""valeur"": 6255000000.0, ""debut"": ""2022-07-02"", ""fin"": ""2023-06-30"", ""depot"": ""0000106040-25-000038"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/106040/000010604025000038/0000106040-25-000038-index.htm"", ""perimetre_id"": ""WDC:activites_poursuivies""}, {""annee"": 2023, ""valeur"": 6317000000.0, ""debut"": ""2023-07-01"", ""fin"": ""2024-06-28"", ""depot"": ""0001628280-26-057139"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/0001628280-26-057139-index.htm"", ""perimetre_id"": ""WDC:activites_poursuivies""}]",2.0552020362710786,comparable_sur_repli,Périmètre délimité par WDC-RESULTAT
0000106040,Western Digital,capex,2025,418000000.0,2025-06-28,2026-07-03,0001628280-26-057139,https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/0001628280-26-057139-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,WDC:activites_poursuivies,2022;2023,2,461500000.0,2022-07-02/2023-06-30;2023-07-01/2024-06-28,True,"[{""annee"": 2022, ""valeur"": 602000000.0, ""debut"": ""2022-07-02"", ""fin"": ""2023-06-30"", ""depot"": ""0000106040-25-000038"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/106040/000010604025000038/wdc-20250627.htm"", ""perimetre_id"": ""WDC:activites_poursuivies""}, {""annee"": 2023, ""valeur"": 321000000.0, ""debut"": ""2023-07-01"", ""fin"": ""2024-06-28"", ""depot"": ""0000106040-25-000038"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/106040/000010604025000038/wdc-20250627.htm"", ""perimetre_id"": ""WDC:activites_poursuivies""}]",0.905742145178765,comparable_sur_repli,Périmètre délimité par WDC-FLUX
0000106040,Western Digital,rd,2025,1161000000.0,2025-06-28,2026-07-03,0001628280-26-057139,https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/0001628280-26-057139-index.htm,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,WDC:activites_poursuivies,2022;2023,2,968000000.0,2022-07-02/2023-06-30;2023-07-01/2024-06-28,True,"[{""annee"": 2022, ""valeur"": 986000000.0, ""debut"": ""2022-07-02"", ""fin"": ""2023-06-30"", ""depot"": ""0000106040-25-000038"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/106040/000010604025000038/0000106040-25-000038-index.htm"", ""perimetre_id"": ""WDC:activites_poursuivies""}, {""annee"": 2023, ""valeur"": 950000000.0, ""debut"": ""2023-07-01"", ""fin"": ""2024-06-28"", ""depot"": ""0001628280-26-057139"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/106040/000162828026057139/0001628280-26-057139-index.htm"", ""perimetre_id"": ""WDC:activites_poursuivies""}]",1.1993801652892562,comparable_sur_repli,Périmètre délimité par WDC-RESULTAT
0000107263,Williams Companies,chiffre_affaires,2025,14899000000.0,2025-01-01,2025-12-31,0000107263-26-000006,https://www.sec.gov/Archives/edgar/data/107263/000010726326000006/0000107263-26-000006-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000107263:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,,0,,,False,[],,recent_non_reconcilie,Montants de revenu différents sans rapprochement ; maximum conservé comme candidat
0000107263,Williams Companies,capex,2025,4893000000.0,2025-01-01,2025-12-31,0000107263-26-000006,https://www.sec.gov/Archives/edgar/data/107263/000010726326000006/0000107263-26-000006-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000107263:capex:PaymentsToAcquirePropertyPlantAndEquipment,,0,,,False,[],,recent_non_reconcilie,Postes de dépenses non équivalents ; préférence non réconciliée
0000107263,Williams Companies,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0000319201,KLA Corporation,chiffre_affaires,2025,13579476000.0,2025-07-01,2026-06-30,0000319201-26-000027,https://www.sec.gov/Archives/edgar/data/319201/000031920126000027/0000319201-26-000027-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000319201:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2018;2019,2,5187664000.0,2018-07-01/2019-06-30;2019-07-01/2020-06-30,False,"[{""annee"": 2018, ""valeur"": 4568904000.0, ""debut"": ""2018-07-01"", ""fin"": ""2019-06-30"", ""depot"": ""0000319201-21-000029"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/319201/000031920121000029/0000319201-21-000029-index.htm"", ""perimetre_id"": ""0000319201:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 5806424000.0, ""debut"": ""2019-07-01"", ""fin"": ""2020-06-30"", ""depot"": ""0000319201-22-000023"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/319201/000031920122000023/0000319201-22-000023-index.htm"", ""perimetre_id"": ""0000319201:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",2.6176475577446805,comparable_sur_reference,
0000319201,KLA Corporation,capex,2025,375945000.0,2025-07-01,2026-06-30,0000319201-26-000027,https://www.sec.gov/Archives/edgar/data/319201/000031920126000027/0000319201-26-000027-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0000319201:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,116706666.66666667,2017-07-01/2018-06-30;2018-07-01/2019-06-30;2019-07-01/2020-06-30,False,"[{""annee"": 2017, ""valeur"": 66947000.0, ""debut"": ""2017-07-01"", ""fin"": ""2018-06-30"", ""depot"": ""0000319201-20-000047"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/319201/000031920120000047/0000319201-20-000047-index.htm"", ""perimetre_id"": ""0000319201:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 130498000.0, ""debut"": ""2018-07-01"", ""fin"": ""2019-06-30"", ""depot"": ""0000319201-21-000029"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/319201/000031920121000029/0000319201-21-000029-index.htm"", ""perimetre_id"": ""0000319201:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 152675000.0, ""debut"": ""2019-07-01"", ""fin"": ""2020-06-30"", ""depot"": ""0000319201-22-000023"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/319201/000031920122000023/0000319201-22-000023-index.htm"", ""perimetre_id"": ""0000319201:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",3.2212812749914312,comparable_sur_reference,
0000319201,KLA Corporation,rd,2025,1532118000.0,2025-07-01,2026-06-30,0000319201-26-000027,https://www.sec.gov/Archives/edgar/data/319201/000031920126000027/0000319201-26-000027-index.htm,ResearchAndDevelopmentExpense,0000319201:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,727808333.3333334,2017-07-01/2018-06-30;2018-07-01/2019-06-30;2019-07-01/2020-06-30,False,"[{""annee"": 2017, ""valeur"": 608531000.0, ""debut"": ""2017-07-01"", ""fin"": ""2018-06-30"", ""depot"": ""0000319201-20-000047"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/319201/000031920120000047/0000319201-20-000047-index.htm"", ""perimetre_id"": ""0000319201:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 711030000.0, ""debut"": ""2018-07-01"", ""fin"": ""2019-06-30"", ""depot"": ""0000319201-21-000029"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/319201/000031920121000029/0000319201-21-000029-index.htm"", ""perimetre_id"": ""0000319201:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 863864000.0, ""debut"": ""2019-07-01"", ""fin"": ""2020-06-30"", ""depot"": ""0000319201-22-000023"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/319201/000031920122000023/0000319201-22-000023-index.htm"", ""perimetre_id"": ""0000319201:rd:ResearchAndDevelopmentExpense""}]",2.1051119227818678,comparable_sur_reference,
0000352541,Alliant Energy,chiffre_affaires,2025,4362000000.0,2025-01-01,2025-12-31,0000352541-26-000007,https://www.sec.gov/Archives/edgar/data/352541/000035254126000007/0000352541-26-000007-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0000352541:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,,0,,,False,[],,recent_non_reconcilie,Montants de revenu différents sans rapprochement ; maximum conservé comme candidat
0000352541,Alliant Energy,capex,2025,2277000000.0,2025-01-01,2025-12-31,0000352541-26-000007,https://www.sec.gov/Archives/edgar/data/352541/000035254126000007/0000352541-26-000007-index.htm,PaymentsToAcquireOtherPropertyPlantAndEquipment,0000352541:capex:PaymentsToAcquireOtherPropertyPlantAndEquipment,2023;2024,2,1891500000.0,2023-01-01/2023-12-31;2024-01-01/2024-12-31,True,"[{""annee"": 2023, ""valeur"": 1731000000.0, ""debut"": ""2023-01-01"", ""fin"": ""2023-12-31"", ""depot"": ""0000352541-26-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/352541/000035254126000007/0000352541-26-000007-index.htm"", ""perimetre_id"": ""0000352541:capex:PaymentsToAcquireOtherPropertyPlantAndEquipment""}, {""annee"": 2024, ""valeur"": 2052000000.0, ""debut"": ""2024-01-01"", ""fin"": ""2024-12-31"", ""depot"": ""0000352541-26-000007"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/352541/000035254126000007/0000352541-26-000007-index.htm"", ""perimetre_id"": ""0000352541:capex:PaymentsToAcquireOtherPropertyPlantAndEquipment""}]",1.2038065027755749,comparable_sur_repli,
0000352541,Alliant Energy,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
